address;source_location;insn;indent
0x15cd;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:67;MOVL	$0x2,-0x4c(%RBP);
0x15d4;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:67;MOVL	$-0x1,-0x48(%RBP);
0x15db;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:67;MOVL	$0,-0x44(%RBP);
0x15e2;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:67;MOVL	$0x1,-0x40(%RBP);
0x15e9;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$-0x1,-0x30(%RBP);
0x15f0;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$-0x2,-0x2c(%RBP);
0x15f7;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$-0x1,-0x28(%RBP);
0x15fe;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0,-0x24(%RBP);
0x1605;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0,-0x20(%RBP);
0x160c;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0,-0x1c(%RBP);
0x1613;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0x1,-0x18(%RBP);
0x161a;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0x2,-0x14(%RBP);
0x1621;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:71;MOVL	$0x1,-0x10(%RBP);
0x1628;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:76;MOVQ	$0,-0x70(%RBP);
0x1630;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:76;JMP	174e <sobel_baseline+0x1e1>;
0x1635;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:77;MOVQ	$0,-0x68(%RBP);(5) 
0x163d;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:77;JMP	173b <sobel_baseline+0x1ce>;(5) 
0x1642;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	-0x70(%RBP),%RDX;  (4) 
0x1646;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	%RDX,%RAX;  (4) 
0x1649;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;SAL	$0x4,%RAX;  (4) 
0x164d;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;SUB	%RDX,%RAX;  (4) 
0x1650;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;SAL	$0x8,%RAX;  (4) 
0x1654;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	%RAX,%RDX;  (4) 
0x1657;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	-0x68(%RBP),%RAX;  (4) 
0x165b;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;ADD	%RAX,%RDX;  (4) 
0x165e;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	-0x88(%RBP),%RAX;  (4) 
0x1665;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;LEA	(%RDX,%RAX,1),%RDI;  (4) 
0x1669;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;LEA	-0x60(%RBP),%RAX;  (4) 
0x166d;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	$0x3,%ECX;  (4) 
0x1672;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	$0x3,%EDX;  (4) 
0x1677;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	%RAX,%RSI;  (4) 
0x167a;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;CALL	14cd <convolve_baseline>;  (4) 
0x167f;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:79;MOV	%EAX,-0x78(%RBP);  (4) 
0x1682;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	-0x70(%RBP),%RDX;  (4) 
0x1686;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	%RDX,%RAX;  (4) 
0x1689;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;SAL	$0x4,%RAX;  (4) 
0x168d;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;SUB	%RDX,%RAX;  (4) 
0x1690;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;SAL	$0x8,%RAX;  (4) 
0x1694;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	%RAX,%RDX;  (4) 
0x1697;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	-0x68(%RBP),%RAX;  (4) 
0x169b;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;ADD	%RAX,%RDX;  (4) 
0x169e;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	-0x88(%RBP),%RAX;  (4) 
0x16a5;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;LEA	(%RDX,%RAX,1),%RDI;  (4) 
0x16a9;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;LEA	-0x30(%RBP),%RAX;  (4) 
0x16ad;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	$0x3,%ECX;  (4) 
0x16b2;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	$0x3,%EDX;  (4) 
0x16b7;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	%RAX,%RSI;  (4) 
0x16ba;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;CALL	14cd <convolve_baseline>;  (4) 
0x16bf;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:80;MOV	%EAX,-0x74(%RBP);  (4) 
0x16c2;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOV	-0x78(%RBP),%EAX;  (4) 
0x16c5;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;IMUL	%EAX,%EAX;  (4) 
0x16c8;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOV	%EAX,%EDX;  (4) 
0x16ca;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOV	-0x74(%RBP),%EAX;  (4) 
0x16cd;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;IMUL	%EAX,%EAX;  (4) 
0x16d0;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;ADD	%EDX,%EAX;  (4) 
0x16d2;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;PXOR	%XMM1,%XMM1;  (4) 
0x16d6;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;CVTSI2SD	%EAX,%XMM1;  (4) 
0x16da;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOVQ	%XMM1,%RAX;  (4) 
0x16df;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOVQ	%RAX,%XMM0;  (4) 
0x16e4;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;CALL	1190 <.plt.sec@start+0xa0>;  (4) 
0x16e9;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;CVTSD2SS	%XMM0,%XMM0;  (4) 
0x16ed;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:82;MOVSS	%XMM0,-0x7c(%RBP);  (4) 
0x16f2;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOVSS	-0x7c(%RBP),%XMM0;  (4) 
0x16f7;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;COMISS	-0x94(%RBP),%XMM0;  (4) 
0x16fe;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;JBE	1707 <sobel_baseline+0x19a>;  (4) 
0x1700;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	$-0x1,%ECX;  (4) 
0x1705;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;JMP	170e <sobel_baseline+0x1a1>;  (4) 
0x1707;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;CVTTSS2SI	-0x7c(%RBP),%EAX;  (4) 
0x170c;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	%EAX,%ECX;  (4) 
0x170e;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	-0x70(%RBP),%RDX;  (4) 
0x1712;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	%RDX,%RAX;  (4) 
0x1715;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;SAL	$0x4,%RAX;  (4) 
0x1719;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;SUB	%RDX,%RAX;  (4) 
0x171c;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;SAL	$0x8,%RAX;  (4) 
0x1720;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	%RAX,%RDX;  (4) 
0x1723;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	-0x68(%RBP),%RAX;  (4) 
0x1727;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;ADD	%RAX,%RDX;  (4) 
0x172a;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	-0x90(%RBP),%RAX;  (4) 
0x1731;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;ADD	%RDX,%RAX;  (4) 
0x1734;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:84;MOV	%CL,(%RAX);  (4) 
0x1736;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:77;ADDQ	$0x1,-0x68(%RBP);  (4) 
0x173b;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:77;CMPQ	$0xefc,-0x68(%RBP);  (4) 
0x1743;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:77;JBE	1642 <sobel_baseline+0xd5>;  (4) 
0x1749;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:76;ADDQ	$0x1,-0x70(%RBP);(5) 
0x174e;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:76;CMPQ	$0x2cc,-0x70(%RBP);(5) 
0x1756;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:76;JBE	1635 <sobel_baseline+0xc8>;(5) 
0x175c;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;NOP;
0x175d;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;MOV	-0x8(%RBP),%RAX;
0x1761;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;SUB	%FS:0x28,%RAX;
0x176a;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;JE	1771 <sobel_baseline+0x204>;
0x176c;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;CALL	1120 <.plt.sec@start+0x30>;
0x1771;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;LEAVE;
0x1772;/home/vidal/Desktop/AOC_oseret/Projet/AOC-Computer-vision/sobel.c:86;RET;
